Marca temporal,¿Qué edad tienes? (escribe tu respuesta en números),¿Cuál es tu sexo biológico?,Estado civil,"¿A qué estado de la República Mexicana perteneces? (sin abreviaturas) Ejemplo: Estado de México, Oaxaca, Ciudad de México, Puebla",1. El amor para mi es:,2. La primera palabra en la que pienso cuando escucho a alguien hablar sobre el amor es: ,3.. Pienso que el amor,4. Selecciona una de las opciones con la que estés de acuerdo,5. ¿Cuál crees que debería ser una de las principales características del amor?,6. Creo que el amor,7. Los componentes del amor son,8. Selecciona los tipos de amor conozcas,9. Creo que los seres humanos amamos porque,10. Un amor equilibrado debería ser o tener,"11. En cuanto al amor de pareja, prefiero que mi tipo de pareja sea:",12. Cuando amo yo suelo ser ,"13. El amor filial es igual, es decir, padre y madre aman de la misma forma ",14. El amor lo puede todo,15. Todo se perdona por amor,16. Existen las medias naranjas o almas gemelas,17. El amor no es igual a una relación de pareja
3/11/2021 21:27:23,20,Mujer,Soltero (a),Estado de México,"Es esa situación en la cual compartes, empatizas y velas por el bienestar y la satisfacción de ti mismos o del otro, siendo en este último caso la motivación para interesarte, involucrarte y querer formar parte de la vida de la otra persona.",Vivencia,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"El reconocimiento de las cosas beneficas y satisfactorias, pero también de las que no resultan socialmente aceptables o legitimas",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Aunque depende del tipo de amor del que hablemos, yo incluiría la empatía, cuidado y compañerismo","Amor romántico, Amor fatuo, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Ludus o lúdico, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Por que somos seres sensibles y las diferentes interacciones que establecemos con otros siempre terminan dotanto de un valor y significado a cada uno de los vínculos que logramos establecer. Amamos porque así le denominamos al conjunto de factores satisfactorios que surgen de una interacción,"Debe sentirse bien, resultar benéfico y satisfactorio en todos los sentidos. Debe resultar enteramente recíproco, capaz de establecer limites y hablar de intereses o problemáticas abiertamente; con disposición, entusiasmo e interés para atender las situaciones en conjunto.
","No creo tener un tipo de pareja ideal, sin embargo, en mis relaciones siempre espero reciprocidad, compromiso, respeto, la intención de cuidar del bienestar individual y del bienestar de la pareja, demostraciones de interés por mí persona, atracción física y sentimental, comprensión, compañerismo... Y que la otra persona me motive a sentir y hacer todo lo anterior por él.","Respetuosa con la otra persona y sus tiempos, admiradora de sus aciertos, pero con complicaciones para expresar lo que me incomoda o molesta de las acciones de la otra persona, cariñosa y emotiva, comprensiva, paciente y atenta a las necesidades de los otros, abierta al dialogo para mejorar las cosas que pudieran ayudar a la otra persona y protectora con los demás. 
En ocasiones puedo sentirme desplazada si no se me ofrece atención que considere suficiente, un poco insegura en cuanto al cariño que otros profesan y en el caso de parejas afectivas no me es sencillo expresar el interés erótico ",1,2,1,1,1
3/11/2021 22:00:27,20,Mujer,Soltero (a),Ciudad de México,"Un sentimiento, ya sea de afecto o de atracción hacia otra persona, con reacciones tanto emocionales como físicas.",Vínculo,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio significa admirar mis cualidades y mis logros,"Que no se hable de amor solo de relación, sino amor en cualquier relación, como amistad y familia, o el amor propio.",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor compañero o sociable, Amor propio, Amor platónico","Al sentirnos amados, también queremos que las personas sientan ese amor. También para recibir ese amor de vuelta hacia nosotros
O bien con ciertas personas simplemente no podemos evitar dar amor, como a un bebé que es cercano como un hijo o un sobrino.","Respetuoso y apasionado, sin llegar al hostigamiento.","Amoroso, de nuevo, sin llegar al hostigamiento, solo sentir que la pareja siempre va a estar para ti.",Entregada,5,4,1,3,5
3/11/2021 22:20:25,20,Hombre,En una relación,Estado de Mexico ,El lugar donde vas cuando algo bueno o malo pasa. ,Felicidad ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Tranquilidad ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Nos hace sentirnos parte de algo,"Pasión, compromiso e intimidad ","Ofrezca apoyo, amor y me haga sentir amado","Una persona que está en los malos momentos, escucho ",2,1,1,1,5
3/11/2021 22:24:56,20,Hombre,Soltero (a),Estado de México ,"Un sentimiento donde se aceptan las cualidades y defectos, ya sea de uno mismo o de alguien más.",Confianza ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor maternal, Amor propio, Amor platónico","Para sentirse plenos en distintos aspectos. El amor, ya sea propio o de un tercero hace que nos sintamos un poco más alegres y tengamos una mejor estabilidad emocional ",El aceptar y querer  los rasgos tanto positivos como negativos y sentir que eso es lo que hace único a cada ser vivo u objeto ,Honesta,"Honesto, considero que cuando se ama, es lo mejor que se puede hacer ",3,2,1,2,3
3/11/2021 22:42:02,21,Mujer,En una relación,Veracruz,"Una decisión, un compromiso, apoyo y libertad",Ternura y/o compromiso,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Aceptación,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Libertad,decisión,aceptación,reciprocidad etc","Amor romántico, Amor fraternal, Amor maternal, Amor propio",Nos da un poco de sentido,"Honesto, recíproco, sano ",No entendí,"Muy romántica y pasional, entregada y ser lo más honesta posible sin lastimar a propósito",1,2,1,1,3
3/11/2021 22:46:41,18,Hombre,Soltero (a),Estado de México,"Una forma de mutua comprensión y actuar que se forja a través del respeto y la confianza entre dos personas. Y es tan cuál quieran que sea dichas personas, es decir, algo moldeable y distinto para cada pareja. ","Pasión, respeto y cariño que tiene hacía la otra persona.","Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El respeto y cariño.,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",El ser humano siempre está en busca de nuevas experiencias y a la vez de estabilidad.,"Respeto, confianza, cariño y pasión","Cariñosa, respetuosa apasionada, decidida y comprometida.","Cariñoso, comprometido, apasionado y decidido.",5,5,2,3,5
3/11/2021 22:49:52,20,Mujer,Soltero (a),Ciudad de México,"Un arma de doble filo, sin embargo es de los sentimientos más sobrevalorados, porque el amor va desde lo que sientes hacia la familia, personas cercanas, mascotas etc",Felicidad ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Desinteresado ,Es una búsqueda de afecto,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico","Es la necesidad de encontrar afecto, felicidad y compañía ","Un amor desinteresado, recíproco, basado en la confianza y la aceptación ","Empático, que confíe y que infunda confianza ","Amable, algo torpe y atenta ",3,2,1,2,3
3/11/2021 23:02:40,20,Hombre,Soltero (a),Ciudad de México ,Dejar que algo o alguien sea libremente ,Libertad ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Debe ser libre, sin ataduras o condiciones ",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Amor propio, Pragma o pragmático, Amor platónico",Nos hace sentir libres y vivos. Le da sentido a nuestra existencia ,Comunicación y respeto ,Inteligente y noble ,Atento y feliz,4,3,1,4,5
3/11/2021 23:41:35,20,Hombre,Soltero (a),Estado de México ,Una emoción? La verdad no se ,Una pareja ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Que este chido,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Amor compañero o sociable, Amor maternal, Amor propio",Se siente bien,Confianza,Chida,Menso ,1,2,1,3,3
4/11/2021 0:34:46,21,Mujer,Soltero (a),Ciudad de México,"Ese afecto, cercanía, lealtad, apoyo, atención que existe entre dos personas o más, pues el amor no solo existe entre parejas.",Acompañamiento.,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Lealtad.,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Pragma o pragmático, Amor platónico",Nos sentimos seguros con la compañía que tenemos en nuestro camino (vida).,"Primeramente respeto, comunicación y comprensión, de ahí surgen las demás características mencionadas.","Él mismo, a pesar de los defectos que tenga, prefiero que sea como a él le gusta ser, a que finja ser alguien que no es para impresionarme, esto va también mucho más allá del físico.","Muy leal, comprensiva, hasta cierto punto consoladora, siempre busco lo mejor para mí pareja y me preocupa.",2,3,1,3,5
4/11/2021 0:42:45,20,Mujer,Soltero (a),CDMX ,"Compañía, cuidado y respeto",Compañía ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Ágape, Eros o amor erótico, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Desarrollamos relaciones interpersonales muy profundas ,Respetuoso y considerado tanto con uno mismo con la persona a la que se ama ,"Sensible, cariñosa y consentidora ","Muy dadivosa, les demuestro mi amor con regalos y con mi compañía ",2,2,1,3,3
4/11/2021 0:51:15,20,Mujer,Soltero (a),Estado de México,Aún no lo tengo claro ,Felicidad,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Una conexión unica,Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,Intimidad (unión) y compromiso,"Amor romántico, Ágape, Amor fraternal, Amor compañero o sociable, Ludus o lúdico, Amor maternal, Amor propio, Amor platónico",Es una necesidad,No lo sé ,No lo sé ,No lo sé ,3,4,2,5,3
4/11/2021 12:05:03,20,Mujer,Soltero (a),Ciudad de México ,Es un sentimiento ,Pareja ,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Respeto y honestidad ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fatuo, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Es una respuesta biológica a nuestro entorno sociocultural (los lazos que formamos) ,"Respeto, compromiso, pasión (con respecto a la pareja), intimidad y honestidad ",Respetuosa ,Darlo todo,2,2,1,2,5
4/11/2021 12:13:36,18,Mujer,Soltero (a),Estado de México ,"Tener cariño hacia alguien o incluso hacia nosotros mismos, asimismo es hacer lo mejor para lograr nuestro bienestar y nuestra aceptación ",Aprecio,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Aceptarnos a nosotros mismos, logrando un mejor desarrollo personal ",Sobrepasa cualquier explicación racional y física y nos hace tener una conexión con lo divino y espiritual de cada uno,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Tendemos a apreciar a las demás personas y a disfrutar de su compañía ,Compromiso y confianza ,Segura de si misma,Confiada y muy expresiva con lo que siento,3,2,1,1,3
4/11/2021 12:14:25,19,Mujer,Soltero (a), Ciudad de México ,Un sentimiento,Felicidad,Nos da un sentido a nuestras vidas,El amor propio es el cariño y aceptación que tengo hacia mi mismo,La reciprocidad ,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Manic o maníaco, Amor propio, Amor platónico",Está en nuestros genes,"Reciprocidad, respeto y diversión ","Amoroso, sincero, amable, respetuoso, alguien con quien tenga química, amigable, risueño, chistoso, comprensivo","Cariñosa, comprensiva, empatica, leal, sincera",1,1,1,2,5
4/11/2021 12:18:03,18,Mujer,Soltero (a),Ciudad de México,"Respeto, confianza y felicidad",Cariño,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,"Respeto, comunicación, entendimiento, cariño",Es una decisión basada en compromiso y tolerancia,"Respeto, afectó y alegría","Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico",Somos capaces de valorar los vínculos que tenemos con quiénes nos rodean,Comunicación y seguridad,Solidaria y respetuosa,Cariñosa y serena ,4,3,1,2,3
4/11/2021 12:20:12,20,Mujer,Soltero (a),Ciudad de México,"Acompañar y escuchar a la otra persona, aunque también considero que existe el amor hacia las artes o actividades.",Cariño,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,El acompañamiento,Es una decisión basada en compromiso y tolerancia,"Pasión, compromiso e intimidad","Amor romántico, Amor consumado, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Storge o amistoso, Amor maternal, Amor propio, Amor platónico",Es algo necesario para relacionarnos con los otros,"Responsabilidad afectiva, acuerdos o normas de convivencia.","Cariñosa, atenta, comprensiva.","Empalagosa, carismática, cariñosa",2,1,1,1,4
4/11/2021 12:22:55,21,Mujer,Soltero (a),Ciudad de México,"Un sentimiento de afecto que tienes hacia otras personas, cosas o lugares también a tus mascotas, hay distintos tipos de amor como el de pareja, a tus familiares etc y que se mezclan con otros sentimientos, comportamientos pero en todas existe una rsponsabilidad afectiva así cono debería de haber reciprocidad.",Novio,"Nos permite el acercamiento y vínculo entre personas, objetos, y sucesos",El amor propio es el cariño y aceptación que tengo hacia mi mismo,Verdadero,Es una búsqueda de afecto,Intimidad (unión) y compromiso,"Amor romántico, Amor fraternal, Eros o amor erótico, Amor compañero o sociable, Amor maternal, Amor propio, Amor platónico","Somos seres sociales que comparten su vida con otros, vivimos en comunidades dónde el vínculo afectivo es necesario para la propia existencia.","Reciprocidad, responsabilidad, muestras de cariño.","no conozco todo los tipos, pero quisiera decir que entre fatuo y sociable","Muy cariñosa, intensa, cuido de la otra persona, me preocupo por lo que pueda suceder ",1,3,2,1,2
